Company,Job,Degree,Experience_Level,Years_Experience,Salary_more_than_100k,Salary_K,Employment_Type,Location,Remote_Status,Age,Performance_Rating,Bonus_Percentage,Education_Year,Gender
Amazon,IT support,bachelors,senior,11,1,234,contract,Singapore,hybrid,36,4.7,24.9,2014,Prefer not to say
PayPal,devops engineer,bachelors,lead,15,1,154,full-time,India,onsite,35,3.8,3.1,2023,Prefer not to say
PayPal,network engineer,phd,entry,2,0,46,part-time,India,remote,22,4.2,4.2,2021,Male
Spotify,frontend developer,bachelors,mid,3,0,59,part-time,Canada,onsite,29,2.8,5.2,2022,Prefer not to say
Uber,fullstack developer,phd,entry,0,1,227,contract,Australia,onsite,23,3.0,6.6,2024,Non-binary
Salesforce,marketing manager,bachelors,lead,20,0,61,full-time,UK,remote,43,2.5,0.9,2021,Prefer not to say
Amazon,mobile developer,phd,entry,1,0,81,part-time,Canada,hybrid,24,5.0,3.0,2023,Male
Dropbox,marketing manager,bachelors,senior,9,0,67,contract,UK,remote,30,4.6,8.9,2024,Female
Oracle,technical writer,master,senior,9,1,146,part-time,Australia,hybrid,30,3.5,11.4,2018,Prefer not to say
Snapchat,game developer,bachelors,entry,0,0,94,full-time,UK,remote,22,3.5,5.9,2020,Prefer not to say
LinkedIn,HR manager,master,entry,2,0,97,part-time,USA,hybrid,24,4.8,1.1,2021,Prefer not to say
Amazon,security analyst,phd,senior,12,1,234,full-time,Australia,onsite,35,4.7,13.0,2013,Male
Pinterest,fullstack developer,bachelors,lead,19,1,138,contract,UK,remote,39,4.1,3.9,2009,Prefer not to say
Amazon,mobile developer,master,senior,9,1,112,full-time,France,onsite,32,4.1,10.1,2021,Male
Qualcomm,game developer,phd,lead,20,0,60,full-time,USA,hybrid,41,4.4,0.2,2012,Prefer not to say
Airbnb,network engineer,bachelors,entry,2,0,59,part-time,Germany,onsite,25,4.2,9.5,2022,Male
Shopify,operations manager,master,lead,20,0,47,part-time,Singapore,onsite,41,3.1,3.4,2004,Non-binary
Stripe,sales executive,bachelors,mid,6,1,127,contract,France,onsite,30,3.0,3.0,2018,Female
Dropbox,game developer,bachelors,senior,7,0,99,full-time,France,hybrid,28,3.6,5.9,2016,Female
Google,database admin,phd,entry,2,0,70,part-time,Australia,onsite,24,3.9,7.3,2023,Male
Pinterest,AI researcher,phd,senior,10,0,78,part-time,UK,hybrid,33,3.5,3.4,2020,Prefer not to say
Meta,financial analyst,phd,senior,9,0,85,part-time,UK,remote,32,3.0,7.1,2014,Non-binary
Stripe,ML engineer,bachelors,senior,9,1,243,part-time,Australia,onsite,36,3.9,16.7,2018,Non-binary
Zoom,software engineer,phd,entry,0,1,114,full-time,UK,hybrid,23,4.4,4.0,2023,Non-binary
Dropbox,data scientist,phd,senior,7,1,191,full-time,Australia,remote,34,4.0,16.9,2016,Female
Nvidia,database admin,phd,senior,10,0,64,part-time,Germany,onsite,36,3.3,5.5,2024,Non-binary
LinkedIn,consultant,master,mid,5,0,88,part-time,UK,onsite,28,4.9,2.9,2022,Male
Netflix,fullstack developer,phd,entry,1,1,242,contract,France,remote,25,2.9,21.2,2024,Non-binary
Stripe,business manager,bachelors,mid,5,0,71,contract,Canada,remote,30,4.5,3.2,2021,Female
Zoom,database admin,bachelors,lead,14,0,62,part-time,France,remote,37,4.2,3.3,2015,Female
Airbnb,IT support,phd,entry,1,0,55,full-time,India,remote,24,4.2,3.2,2024,Prefer not to say
Airbnb,fullstack developer,master,entry,1,0,72,part-time,Canada,hybrid,28,2.6,9.0,2023,Non-binary
Apple,marketing manager,phd,entry,2,1,154,part-time,UK,remote,28,3.0,20.7,2021,Male
Google,operations manager,phd,senior,7,1,145,full-time,Australia,onsite,31,2.7,20.5,2020,Prefer not to say
Qualcomm,ML engineer,master,lead,14,1,236,contract,Singapore,onsite,34,4.3,1.6,2023,Male
ServiceNow,database admin,bachelors,senior,7,0,58,part-time,Germany,hybrid,34,3.5,6.6,2017,Female
Meta,fullstack developer,master,senior,12,1,195,part-time,Australia,onsite,32,4.7,3.5,2024,Male
Airbnb,network engineer,bachelors,senior,12,0,62,full-time,UK,hybrid,35,4.8,8.5,2020,Female
Nvidia,AI researcher,master,mid,3,1,240,full-time,Canada,onsite,30,3.9,7.3,2024,Non-binary
Tesla,fullstack developer,phd,lead,16,1,125,contract,Singapore,onsite,40,2.7,4.8,2009,Prefer not to say
LinkedIn,backend developer,master,mid,5,0,67,part-time,Singapore,remote,27,3.3,7.9,2018,Non-binary
Meta,backend developer,phd,senior,9,1,178,contract,UK,onsite,36,2.8,16.1,2023,Non-binary
Atlassian,network engineer,bachelors,senior,7,0,86,part-time,Germany,remote,28,4.6,6.3,2015,Prefer not to say
ServiceNow,data scientist,phd,senior,11,0,70,part-time,UK,hybrid,33,3.5,8.9,2015,Non-binary
Qualcomm,database admin,phd,entry,0,1,161,contract,Singapore,onsite,22,2.9,4.0,2024,Prefer not to say
Microsoft,cloud architect,master,mid,4,1,110,full-time,USA,onsite,27,4.8,9.0,2021,Prefer not to say
Microsoft,ML engineer,master,entry,2,0,93,part-time,Australia,onsite,26,3.2,5.4,2023,Prefer not to say
IBM,systems analyst,phd,entry,0,1,232,part-time,UK,hybrid,26,4.5,8.6,2023,Male
Qualcomm,marketing manager,bachelors,entry,0,0,49,part-time,Australia,remote,22,3.4,7.2,2024,Female
Zoom,QA engineer,phd,entry,1,0,53,contract,UK,onsite,23,4.6,0.2,2024,Female
Meta,ML engineer,phd,entry,0,1,166,part-time,Canada,onsite,22,4.9,15.0,2024,Non-binary
Tesla,operations manager,phd,lead,19,1,136,contract,Canada,onsite,41,4.1,6.6,2014,Prefer not to say
Nvidia,HR manager,master,mid,6,1,138,full-time,Canada,remote,27,3.7,15.4,2024,Male
Spotify,backend developer,bachelors,entry,2,0,66,part-time,Australia,remote,27,4.2,4.3,2018,Prefer not to say
IBM,systems analyst,phd,entry,1,1,159,contract,USA,hybrid,22,4.0,13.6,2023,Female
Stripe,fullstack developer,bachelors,entry,2,1,152,part-time,India,hybrid,27,3.4,3.9,2019,Non-binary
Shopify,network engineer,master,senior,12,0,65,part-time,France,hybrid,35,3.9,5.6,2022,Non-binary
Adobe,UX designer,phd,senior,8,1,130,part-time,Australia,hybrid,31,4.5,23.7,2023,Female
Zoom,QA engineer,phd,entry,2,1,101,full-time,India,remote,23,3.7,15.0,2024,Male
Nvidia,technical writer,bachelors,entry,1,0,79,part-time,France,onsite,25,4.9,0.6,2023,Prefer not to say
Google,devops engineer,phd,senior,11,1,230,full-time,UK,onsite,34,2.9,0.9,2021,Male
Amazon,security analyst,master,senior,11,1,151,part-time,Singapore,onsite,31,4.3,23.0,2016,Non-binary
IBM,IT support,master,mid,6,0,99,part-time,Canada,onsite,32,2.5,1.8,2016,Male
Uber,UX designer,master,entry,2,0,92,part-time,Singapore,onsite,26,3.6,3.8,2021,Female
PayPal,operations manager,phd,lead,20,0,47,part-time,Singapore,remote,44,3.5,7.9,2017,Female
AMD,technical writer,phd,entry,0,0,58,part-time,France,hybrid,21,4.2,8.2,2024,Female
Oracle,technical writer,bachelors,senior,12,0,99,full-time,Germany,hybrid,35,4.3,2.3,2017,Non-binary
Nvidia,devops engineer,bachelors,senior,7,1,120,full-time,Singapore,onsite,34,2.5,21.4,2024,Prefer not to say
LinkedIn,QA engineer,master,senior,11,1,171,contract,France,remote,37,4.4,3.2,2016,Prefer not to say
Airbnb,data scientist,phd,senior,8,1,217,contract,Germany,onsite,29,3.8,7.9,2024,Male
Intel,systems analyst,bachelors,senior,9,1,147,contract,UK,remote,33,3.2,24.0,2019,Non-binary
Spotify,financial analyst,bachelors,lead,18,0,94,part-time,Canada,hybrid,44,3.6,5.7,2006,Female
Square,security analyst,bachelors,lead,15,1,221,contract,France,remote,35,3.6,3.4,2008,Non-binary
Salesforce,security analyst,phd,entry,0,1,115,contract,India,hybrid,23,3.7,15.7,2023,Non-binary
IBM,technical writer,phd,senior,7,1,189,contract,Singapore,onsite,30,3.9,16.2,2022,Non-binary
Oracle,backend developer,phd,lead,14,1,197,part-time,Australia,hybrid,38,4.1,3.6,2019,Non-binary
Snapchat,AI researcher,phd,lead,18,1,158,full-time,India,hybrid,43,4.1,17.8,2005,Prefer not to say
Atlassian,operations manager,master,lead,13,1,132,contract,UK,onsite,36,3.1,18.6,2022,Female
Intel,sales executive,bachelors,entry,0,0,89,contract,Canada,onsite,26,4.4,0.8,2022,Female
Snapchat,HR manager,master,mid,6,0,80,full-time,Singapore,remote,28,3.8,1.7,2024,Non-binary
Shopify,project manager,master,senior,12,0,74,part-time,India,onsite,34,4.0,6.3,2014,Prefer not to say
ServiceNow,technical writer,master,mid,5,0,66,full-time,India,remote,29,3.3,0.0,2022,Non-binary
Spotify,network engineer,bachelors,lead,19,1,174,contract,Australia,remote,42,3.9,4.7,2007,Prefer not to say
Nvidia,marketing manager,phd,lead,14,1,208,contract,India,onsite,37,4.4,22.7,2016,Non-binary
AMD,devops engineer,bachelors,mid,6,1,215,full-time,USA,onsite,30,4.1,4.7,2024,Female
Airbnb,software engineer,bachelors,entry,2,1,212,contract,Australia,remote,22,2.7,0.4,2023,Non-binary
Salesforce,game developer,master,senior,7,0,61,contract,UK,remote,28,2.6,7.8,2023,Prefer not to say
Tesla,IT support,master,lead,16,1,198,full-time,Germany,remote,43,4.3,0.8,2010,Male
Spotify,HR manager,phd,senior,12,1,110,contract,Germany,hybrid,33,3.7,7.5,2019,Male
Apple,cloud architect,phd,lead,17,1,249,contract,UK,hybrid,38,4.5,0.2,2023,Prefer not to say
IBM,mobile developer,bachelors,mid,5,0,99,full-time,UK,remote,25,3.4,1.5,2016,Male
Spotify,cloud architect,master,senior,7,1,196,contract,India,onsite,32,2.8,22.5,2017,Prefer not to say
Airbnb,frontend developer,master,mid,5,0,60,part-time,UK,hybrid,32,4.7,6.0,2022,Male
Qualcomm,UX designer,master,senior,12,1,229,contract,Germany,onsite,38,3.0,0.5,2011,Non-binary
Oracle,fullstack developer,bachelors,lead,20,1,241,full-time,Canada,onsite,42,3.2,10.2,2014,Male
Uber,backend developer,bachelors,entry,0,1,151,full-time,India,hybrid,21,3.0,0.8,2021,Prefer not to say
Microsoft,technical writer,bachelors,entry,0,0,81,full-time,Singapore,remote,27,3.7,6.4,2022,Prefer not to say
Zoom,frontend developer,bachelors,senior,7,1,177,part-time,Australia,remote,28,4.9,2.4,2013,Female
Tesla,devops engineer,phd,mid,4,0,75,part-time,Australia,onsite,30,2.8,6.4,2022,Prefer not to say
Atlassian,sales executive,bachelors,mid,5,0,82,part-time,Singapore,onsite,27,5.0,4.4,2019,Non-binary
Shopify,technical writer,master,lead,16,0,76,part-time,France,hybrid,39,4.4,9.3,2016,Non-binary
Qualcomm,HR manager,bachelors,entry,2,0,48,contract,USA,remote,26,3.3,2.2,2018,Non-binary
PayPal,IT support,phd,senior,11,0,99,part-time,Singapore,remote,33,2.6,3.6,2022,Non-binary
Atlassian,systems analyst,bachelors,mid,3,0,76,contract,UK,onsite,29,4.8,7.3,2019,Prefer not to say
Spotify,IT support,phd,entry,0,0,86,part-time,Australia,remote,26,4.5,9.2,2023,Non-binary
AMD,consultant,bachelors,mid,3,0,80,part-time,Germany,remote,29,3.3,0.4,2022,Non-binary
Meta,data scientist,phd,lead,14,1,156,contract,France,hybrid,40,4.5,3.7,2014,Male
Twitter,fullstack developer,bachelors,lead,19,1,133,contract,Germany,hybrid,41,3.9,12.2,2004,Female
Nvidia,product manager,master,lead,14,1,128,contract,India,hybrid,40,3.4,4.8,2013,Male
Netflix,technical writer,phd,lead,13,1,159,part-time,Canada,onsite,36,3.4,18.9,2011,Male
Square,data scientist,bachelors,mid,3,1,178,contract,India,hybrid,30,2.6,5.2,2021,Female
Airbnb,project manager,phd,mid,3,0,64,part-time,USA,hybrid,23,2.9,2.8,2020,Non-binary
Qualcomm,ML engineer,bachelors,entry,2,0,94,contract,Germany,remote,27,2.5,8.7,2019,Prefer not to say
Intel,database admin,phd,entry,2,1,236,contract,Germany,remote,23,3.0,24.2,2024,Male
ServiceNow,database admin,master,senior,8,1,104,contract,USA,onsite,33,3.4,15.6,2021,Non-binary
Snapchat,security analyst,master,entry,0,0,49,part-time,Australia,hybrid,25,4.1,0.9,2023,Female
Nvidia,systems analyst,bachelors,lead,18,0,68,contract,UK,remote,40,4.1,5.8,2003,Female
Salesforce,frontend developer,phd,mid,4,0,81,contract,UK,hybrid,26,2.7,5.3,2019,Male
Oracle,IT support,bachelors,entry,1,0,66,contract,UK,hybrid,25,4.4,8.2,2019,Non-binary
PayPal,devops engineer,bachelors,mid,5,1,245,full-time,France,onsite,28,3.1,17.2,2019,Male
Meta,database admin,phd,lead,15,0,94,part-time,Australia,hybrid,41,3.7,1.6,2017,Male
PayPal,software engineer,master,lead,16,1,152,full-time,France,remote,37,4.8,24.6,2009,Non-binary
Atlassian,cloud architect,master,lead,19,1,180,full-time,Canada,onsite,45,4.8,14.3,2007,Male
Qualcomm,operations manager,bachelors,mid,3,0,75,part-time,France,onsite,29,4.4,9.6,2021,Non-binary
Intel,UX designer,master,lead,13,1,232,full-time,UK,hybrid,35,4.6,11.3,2021,Female
Intel,financial analyst,master,lead,16,1,216,full-time,Canada,hybrid,37,3.3,16.2,2019,Male
Apple,frontend developer,master,senior,10,1,230,full-time,UK,hybrid,32,3.9,1.1,2022,Non-binary
Netflix,consultant,bachelors,mid,5,1,179,part-time,USA,hybrid,32,4.1,2.9,2022,Female
LinkedIn,mobile developer,master,entry,1,0,74,contract,Australia,onsite,21,4.7,2.4,2021,Prefer not to say
Qualcomm,product manager,phd,entry,1,0,79,full-time,UK,remote,24,3.0,0.6,2023,Male
Shopify,data scientist,phd,senior,7,0,46,contract,France,remote,33,2.9,2.8,2016,Female
Square,systems analyst,master,entry,1,0,63,full-time,France,remote,27,4.4,8.4,2024,Non-binary
Meta,sales executive,phd,senior,11,1,153,contract,France,onsite,34,2.6,14.3,2014,Male
Square,frontend developer,phd,senior,9,0,56,contract,France,remote,34,4.0,5.0,2014,Prefer not to say
Zoom,marketing manager,phd,mid,4,0,40,part-time,Australia,remote,25,3.7,8.0,2019,Female
AMD,data scientist,master,senior,8,0,40,part-time,Singapore,onsite,31,3.2,7.9,2020,Non-binary
PayPal,software engineer,bachelors,senior,11,1,107,contract,USA,remote,33,3.3,8.4,2009,Prefer not to say
Snapchat,business manager,master,mid,5,0,69,part-time,Germany,onsite,31,2.6,5.2,2019,Male
Twitter,backend developer,master,senior,9,0,93,full-time,UK,hybrid,29,5.0,6.3,2022,Prefer not to say
LinkedIn,sales executive,master,senior,10,1,122,part-time,India,remote,37,3.4,20.7,2020,Female
Netflix,sales executive,master,entry,1,0,72,full-time,India,hybrid,21,4.8,1.5,2022,Prefer not to say
PayPal,QA engineer,bachelors,entry,0,0,53,part-time,India,hybrid,21,3.5,8.6,2024,Male
ServiceNow,data scientist,phd,entry,0,1,126,contract,Germany,remote,24,3.9,7.8,2024,Non-binary
Tesla,UX designer,master,senior,9,0,49,contract,Germany,hybrid,31,2.8,9.6,2016,Male
Airbnb,technical writer,phd,senior,12,1,172,contract,USA,remote,35,2.7,15.3,2019,Prefer not to say
Meta,software engineer,master,entry,0,1,209,full-time,Singapore,remote,26,4.3,22.3,2022,Prefer not to say
Salesforce,QA engineer,bachelors,entry,0,0,92,contract,Germany,remote,27,3.6,6.8,2021,Prefer not to say
Nvidia,business manager,phd,senior,12,1,184,contract,France,hybrid,37,3.7,1.6,2023,Non-binary
Qualcomm,consultant,bachelors,senior,8,0,72,contract,India,hybrid,29,4.5,8.0,2019,Male
Airbnb,operations manager,master,lead,15,1,223,full-time,Singapore,remote,41,3.4,20.3,2011,Prefer not to say
Airbnb,frontend developer,bachelors,mid,6,0,47,part-time,Australia,hybrid,33,3.9,8.2,2022,Non-binary
Amazon,AI researcher,bachelors,lead,13,1,123,contract,UK,remote,36,4.7,22.6,2024,Female
Qualcomm,network engineer,master,lead,16,0,53,part-time,Singapore,hybrid,41,3.9,9.1,2015,Prefer not to say
Amazon,systems analyst,bachelors,lead,13,1,194,full-time,India,remote,33,4.3,20.5,2013,Male
Shopify,software engineer,bachelors,lead,18,0,85,part-time,France,hybrid,44,3.5,5.5,2003,Female
Meta,devops engineer,phd,lead,15,1,173,contract,Australia,remote,37,2.5,16.2,2020,Prefer not to say
Meta,product manager,bachelors,lead,19,1,146,contract,Germany,onsite,46,3.6,20.5,2012,Non-binary
Netflix,financial analyst,phd,entry,2,0,55,part-time,France,hybrid,26,4.8,5.8,2024,Male
Stripe,technical writer,bachelors,lead,17,1,219,part-time,India,onsite,38,4.7,2.2,2009,Male
LinkedIn,data scientist,master,entry,1,1,246,contract,UK,hybrid,26,3.4,24.4,2022,Non-binary
Microsoft,frontend developer,phd,senior,9,0,43,part-time,India,onsite,36,2.9,0.5,2020,Male
Spotify,product manager,bachelors,entry,2,1,171,contract,France,hybrid,26,2.5,2.8,2023,Female
IBM,game developer,bachelors,senior,8,0,91,part-time,France,hybrid,28,5.0,9.7,2015,Female
PayPal,financial analyst,master,mid,4,0,53,part-time,UK,remote,29,4.1,7.6,2024,Male
Qualcomm,HR manager,master,senior,11,0,54,contract,USA,onsite,37,4.3,4.7,2022,Prefer not to say
Salesforce,game developer,master,lead,13,1,124,part-time,India,hybrid,38,4.0,16.3,2016,Non-binary
Adobe,game developer,bachelors,senior,10,0,89,part-time,UK,onsite,33,4.2,7.7,2016,Non-binary
Oracle,network engineer,bachelors,entry,0,1,234,full-time,Germany,onsite,21,3.6,5.5,2022,Non-binary
Microsoft,software engineer,phd,entry,2,0,97,full-time,UK,onsite,25,4.1,7.1,2024,Male
Intel,backend developer,phd,mid,5,0,58,full-time,Singapore,onsite,32,4.8,6.4,2022,Prefer not to say
Adobe,marketing manager,bachelors,senior,9,1,115,full-time,UK,hybrid,33,2.9,1.7,2021,Prefer not to say
Snapchat,project manager,bachelors,mid,4,0,79,part-time,India,hybrid,25,4.3,1.0,2023,Male
PayPal,operations manager,bachelors,lead,13,1,109,full-time,France,hybrid,39,2.9,8.2,2012,Male
Spotify,financial analyst,master,entry,1,0,84,part-time,India,remote,28,3.9,9.4,2022,Non-binary
Intel,data scientist,phd,entry,1,1,120,contract,Germany,hybrid,28,4.1,4.4,2024,Prefer not to say
Salesforce,frontend developer,master,entry,1,0,45,part-time,France,onsite,28,3.0,0.4,2024,Female
Intel,product manager,phd,senior,10,1,104,contract,Canada,hybrid,30,2.6,19.7,2024,Prefer not to say
Tesla,game developer,phd,lead,15,0,87,part-time,USA,remote,38,2.6,1.4,2024,Prefer not to say
Nvidia,frontend developer,phd,mid,3,1,178,full-time,Canada,hybrid,24,4.0,20.9,2024,Male
Spotify,AI researcher,phd,mid,6,0,61,full-time,Germany,hybrid,32,2.8,6.8,2022,Non-binary
PayPal,data scientist,phd,mid,5,1,136,contract,USA,remote,31,4.2,13.8,2021,Female
Meta,sales executive,phd,lead,20,1,120,full-time,Australia,remote,40,2.9,2.2,2004,Non-binary
Stripe,game developer,master,mid,5,1,233,full-time,France,hybrid,32,3.1,4.4,2024,Female
LinkedIn,product manager,phd,senior,11,1,160,contract,Germany,remote,34,5.0,24.4,2015,Non-binary
Qualcomm,mobile developer,phd,mid,3,1,138,contract,Singapore,hybrid,30,2.9,16.8,2024,Male
Salesforce,devops engineer,master,senior,10,1,111,contract,France,onsite,31,2.6,13.4,2022,Male
Uber,sales executive,bachelors,mid,5,0,66,part-time,Germany,onsite,28,4.2,3.3,2023,Non-binary
Apple,cloud architect,phd,lead,16,1,118,full-time,France,onsite,43,3.7,22.3,2020,Female
Netflix,HR manager,master,mid,5,0,57,contract,UK,hybrid,28,2.8,6.9,2024,Non-binary
Apple,consultant,master,lead,18,1,156,contract,Germany,onsite,42,2.9,19.9,2005,Female
Amazon,financial analyst,phd,lead,20,1,171,full-time,Australia,onsite,40,3.6,21.8,2017,Non-binary
Twitter,cloud architect,phd,mid,6,0,42,part-time,France,hybrid,26,4.3,5.0,2018,Prefer not to say
Zoom,game developer,phd,entry,0,0,75,contract,India,onsite,21,4.3,9.5,2024,Non-binary
Nvidia,ML engineer,bachelors,entry,0,1,217,contract,Singapore,hybrid,21,3.7,3.5,2021,Female
Snapchat,operations manager,phd,entry,2,1,185,part-time,Singapore,hybrid,22,3.6,6.7,2023,Male
Square,data scientist,phd,senior,9,1,219,full-time,UK,hybrid,29,3.4,16.2,2023,Female
Oracle,cloud architect,phd,entry,2,1,153,part-time,USA,hybrid,25,3.4,6.7,2021,Non-binary
Amazon,technical writer,master,lead,14,1,220,contract,France,hybrid,38,4.1,20.0,2022,Female
Amazon,product manager,master,mid,3,0,46,contract,USA,hybrid,25,2.8,1.5,2023,Female
Salesforce,financial analyst,phd,mid,6,1,105,contract,Australia,remote,30,2.7,21.8,2021,Non-binary
Twitter,QA engineer,phd,senior,12,1,235,contract,UK,hybrid,39,3.3,3.3,2012,Non-binary
Zoom,security analyst,bachelors,lead,13,0,49,contract,UK,hybrid,38,3.6,1.7,2019,Non-binary
Netflix,IT support,phd,mid,3,1,181,full-time,Singapore,hybrid,25,3.2,4.6,2020,Male
IBM,business manager,master,lead,17,0,47,part-time,UK,hybrid,37,4.8,7.7,2010,Non-binary
Google,fullstack developer,phd,senior,10,1,174,part-time,France,onsite,32,4.3,23.1,2019,Male
Atlassian,data scientist,bachelors,entry,2,1,156,contract,Germany,hybrid,29,2.7,1.4,2019,Female
Zoom,mobile developer,master,mid,6,1,122,full-time,Singapore,remote,32,3.7,15.1,2016,Male
Intel,business manager,phd,lead,13,1,172,contract,Germany,hybrid,38,3.3,11.1,2016,Male
Square,operations manager,phd,lead,19,1,206,contract,Singapore,onsite,41,4.0,3.6,2015,Prefer not to say
Amazon,systems analyst,master,entry,1,1,206,full-time,UK,onsite,23,3.7,14.2,2023,Female
Dropbox,HR manager,master,lead,17,0,93,full-time,UK,hybrid,41,3.9,4.6,2024,Male
Adobe,UX designer,phd,lead,17,1,206,full-time,India,hybrid,39,4.8,16.1,2024,Male
Spotify,product manager,phd,senior,10,1,166,part-time,India,onsite,37,4.5,9.3,2013,Male
